"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"HOKKAIDO"	"TOMAKOMAINISHIKO"	42.633	141.617	16930.074283820763									0.13		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"IWATE"	"MIYAKO"	39.65	141.983	16935.294778826035	3	21	26	22	39				0.09		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"IWATE"	"OFUNATO"	39.017	141.75	16958.645744833007				22	53				0.07		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"MIE"	"OWASE"	34.083	136.2	17442.61282197629				23	38				0.12		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"MIE"	"TOBA"	34.483	136.817	17389.894179136754				24	0				0.06		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"MIYAGI"	"AYUKAWA"	38.3	141.5	16982.532415154423				22	43				0.12		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"SHIZUOKA"	"MAISAKA"	34.683	137.617	17318.514103447753				24	4				0.04		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"SHIZUOKA"	"OMAEZAKI"	34.6083	138.2222	17262.533406109455				23	38				0.13		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"SHIZUOKA"	"SHIMIZU"	35.017	138.517	17239.269013656212				23	55				0.07		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"SHIZUOKA"	"UCHIURA"	35.017	138.883	17205.957752216378				24	0				0.1		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"TOKYO"	"YAENE, HACHIJO ISLAND"	33.1	139.767	17100.656717465812				23	15				0.18		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"WAKAYAMA"	"WAKAYAMA"	34.217	135.15	17540.372082143724				24	13				0.1		2														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"CHILE"	"O'HIGGINS"	"MATANZAS"	-33.959967	-71.871564	93.08118426544547									3		1														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"CHILE"	"VALPARAISO"	"ALGARROBO"	-33.365	-71.676	26.013265085394405									1.5	70	1														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"CHILE"	"VALPARAISO"	"EL QUISCO"	-33.391308	-71.692939	28.793840139897316											1														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"CHILE"	"VALPARAISO"	"COSTA AZUL"	-33.038	-71.65	11.747642157763527									3	50	5														
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.284	143.319	16796.959757765893				22	41				0.13		2	16													
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"HOKKAIDO"	"URAKAWA"	42.167	142.767	16843.799580952844				22	53				0.09		2	18													
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"HOKKAIDO"	"MURORAN"	42.35	140.95	16989.237057202216				23	6				0.08		2	35													
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"HOKKAIDO"	"MORI"	42.1	140.6	17022.18753781825				22	58				0.06		2	16													
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"TOKYO"	"TOKYO HARUMI"	35.65	139.767	17130.545464142666				24	3				0.06		2	82													
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"WAKAYAMA"	"URAGAMI"	33.55	135.9	17464.125014290228				23	37				0.09		2	10													
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"WAKAYAMA"	"KUSHIMOTO"	33.467	135.783	17473.86659285914				23	38				0.19		2	13													
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"EHIME"	"UWAJIMA"	33.233	132.55	17769.965168579212				24	30				0.04		2	33													
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"KAGOSHIMA"	"MAKURAZAKI"	31.267	130.3	17945.993362428395				24	0				0.17		2	15													
	1985	3	3	22	47	9.5	4	1	2158	8			"n"	"JAPAN"	"OKINAWA"	"NAHA"	26.217	127.667	18003.43726015909				23	48				0.08		2	22													
	1985	3	16	14	54	0.7	4	1	2159	6.4			"n"	"GUADELOUPE (FRENCH TERRITORY)"		"BASSE-TERRE ISLAND"	16	-61.717	136.59189109091457									0.12		2														
	1985	4	13	1	6	0.1	2	1	2160	6.2			"y"	"INDONESIA"	"BALI"	"BALI ISLAND, INDONESIA"	-8.5	114.9	113.9063348662371											1														
	1985	7	3	4	36	51.7	4	3	2161	7.3			"n"	"PAPUA NEW GUINEA"	"EAST NEW BRITAIN"	"SIMPSON HARBOUR, NEW BRITAIN"	-4.21	152.17	77.30616621861927									1.2		2														
	1985	7	3	4	36	51.7	4	3	2161	7.3			"n"	"PAPUA NEW GUINEA"	"EAST NEW BRITAIN"	"RABAUL, NEW BRITAIN"	-4.22	152.18	75.89775287435056									1.3		1														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"USA TERRITORY"	"AS"	"PAGO PAGO, AMERICAN SAMOA"	-14.2766	-170.689	8294.760957589277									0.12		2														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"BALTRA ISLAND"	-0.433	-90.283	2457.9343246850312									0.11		2														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"ECUADOR"	"SANTA ELENA"	"LA LIBERTAD"	-2.2177	-80.9064	3273.3615522406435									0.3		2														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"EL SALVADOR"	"SONSONATE"	"ACAJUTLA"	13.5739	-89.8383	1451.7341601245678									0.29		2														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	5511.815168810609									0.11		2														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.895	-156.477	5643.0551688942305									0.12		2														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"MEXICO"	"GUERRERO"	"ACAPULCO"	16.8379333	-99.903	316.8363368579053	19	13	41	0	23				1.15		2	12													
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"MEXICO"		"BOCA DE APISA (APIZA)"	18.7	-103.73	138.47409820992715									1.5		1														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"MEXICO"		"CUYUTLAN"	18.917	-104.067	180.83277971973968									2		5														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"MEXICO"		"BUCERIAS (LIGHTHOUSE)"	18.35	-103.48	101.69201142197497									3		1														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"MEXICO"		"IXTAPA"	17.67	-101.65	109.83657693811101									1.5		1		"F"								1				
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"MEXICO"		"LAZARO CARDENAS"	18.04	-102.21	38.00332296716064									2.8	500	1		"F"								1				
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"MEXICO"	"COLIMA"	"MANZANILLO"	19.05	-104.333	212.46604766606666									1		2														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"MEXICO"		"PLAYA AZUL"	17.98	-102.35	30.257030973513842									2.5	150	1	30									1				
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"MEXICO"	"GUERRERO"	"ZIHUATANEJO"	17.667	-101.642	110.73324172295818									3		1		"F"												
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"SAMOA"		"APIA, UPOLU ISLAND"	-13.8268	-171.7613	8381.201315808958									0.07		2														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"FRENCH POLYNESIA"	"SOCIETY ISLANDS"	"PAPEETE, TAHITI"	-17.5331	-149.5726	6491.039106079811									0.03		2														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"FRENCH POLYNESIA"		"RIKITEA (GAMBIER), MANGAREVA ISLAND"	-23.1178	-134.9689	5772.574442192725									0.04		2														
	1985	9	19	13	17	47.3	4	1	2162	8			"n"	"COSTA RICA"		"QUEPOS"	9.4246	-84.1711	2207.0622339535403	19	16	53			19	17	2	0.1		2														
	1985	9	21	1	37	13.4	4	1	2163	7.6			"n"	"MEXICO"	"GUERRERO"	"ACAPULCO"	16.8379333	-99.903	213.90047146164437	21	1	56	0	19				1.2		2	23													
	1985	9	21	1	37	13.4	4	1	2163	7.6			"n"	"MEXICO"	"GUERRERO"	"ZIHUATANEJO"	17.667	-101.642	14.950854331367754									1.2	200	1														
	1985	9	21	1	37	13.4	4	1	2163	7.6			"n"	"COSTA RICA"		"QUEPOS"	9.4246	-84.1711	2103.8805335348525						21	8	14	0.07		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"AK"	"ADAK, SWEEPER COVE, AK"	51.863	-176.632	133.89011872366882	7	23	5	0	18				0.88		2	12													
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"AK"	"SAND POINT, AK"	55.337	-160.502	1037.0800080714448	8	0	47	2	0				0.05		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"AK"	"UNALASKA, DUTCH HARBOR, AK"	53.883	-166.533	615.6546225054012	8	0	22	1	35				0.12		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"CA"	"CRESCENT CITY, CA"	41.7456	-124.184	3937.5802274731786									0.06		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO"	-29.95	-71.3353	13451.184329552269									0.22		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"CHILE"	"VALPARAISO (ISLA DE PASCUA)"	"EASTER ISLAND"	-27.15	-109.45	10791.89710418443									0.04		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"CHILE"	"VALPARAISO"	"VALPARAISO"	-33.02767128	-71.62787275	13669.517436490114									0.13		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"BALTRA ISLAND"	-0.433	-90.283	9664.073477555428									0.02		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"ECUADOR"	"SANTA ELENA"	"LA LIBERTAD"	-2.2177	-80.9064	10468.739777085282									0.07		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"HI"	"HANALEI, KAUAI, HI"	22.2125	-159.4982	3510.0839417961474									0.5		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	3925.7237449066542									0.28		2	14	"F"												
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	3659.6765912802234									0.2		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"HI"	"HONUAPO, HAWAII, HI"	19.0845	-155.5509	3973.825931102942									0.09		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.895	-156.477	3752.102270523528									0.18		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"HI"	"KAILUA-KONA, HAWAII, HI"	19.63	-155.99	3901.0943945712906									0.04		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"HI"	"KAPAA, KAUAI, HI"	22.08	-159.32	3529.8018812354508									0.6		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"HI"	"MAHUKONA, HAWAII, HI"	20.186	-155.906	3846.5990105471756									0.09		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA TERRITORY"	"HI"	"MIDWAY ISLANDS"	28.215	-177.361	2596.696701826937	8	2	10	3	23				0.34		2	12													
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"HI"	"NAWILIWILI, KAUAI, HI"	21.9544	-159.3561	3541.8247764019625									0.39		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"MIYAGI"	"ISHINOMAKI"	38.417	141.267	3692.734382781079	8	2	35	3	48				0.02		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"NEW ZEALAND"	"CANTERBURY"	"LYTTELTON"	-43.6058	172.7222	10608.809597096326									0.2		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"SAMOA"		"APIA, UPOLU ISLAND"	-13.8268	-171.7613	7245.022132662267									0.03		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA TERRITORY"	"HI"	"JOHNSTON ISLAND"	16.7363	-169.5283	3886.8021089426934									0.03		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"COOK ISLANDS"		"RAROTONGA"	-21.2	-159.783	8187.435250757452									0.01		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"MICRONESIA, FED. STATES OF"		"TRUK ISLANDS, CAROLINE ISLANDS"	7.3666	151.8833	5771.077147685234									0.03		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA TERRITORY"	"UM"	"WAKE ISLAND"	19.29	166.6183	3929.8239647220234									0.05		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"PERU"	"LAMBAYEQUE"	"LOBOS DE AFUERA"	-6.933	-80.717	10888.671104678808									0.03		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"PERU"	"CALLAO"	"CALLAO LA PUNTA"	-12.069	-77.1668	11575.166896638166									0.07		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"WA"	"NEAH BAY, WA"	48.367	-124.612	3546.598579436708									0.09		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"WA"	"TOKE POINT, WA"	46.705	-123.966	3671.8024154820764									0.05		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"CANADA"	"BC"	"CAPE SCOTT, VANCOUVER ISLAND"	50.78	-128.43	3189.0763690887497									0.7		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"CHIBA"	"TATEYAMA"	34.983	139.85	4033.120264964512									0.08		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"RUSSIA"	"KAMCHATKA"	"NIKOLSKOE, BERING I, COMMANDER I"	55.2	166	1338.7758221985064	8	2	0	3	13				0.09		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"RUSSIA"	"KAMCHATKA"	"UST'KAMCHATSK, KAMCHATKA"	56.37	162.45	1580.96475850717									0.04		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA TERRITORY"	"AS"	"PAGO PAGO, AMERICAN SAMOA"	-14.2766	-170.689	7299.669180603831									0.01		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"FRENCH POLYNESIA"	"SOCIETY ISLANDS"	"PAPEETE, TAHITI"	-17.5331	-149.5726	8033.0310120227505									0.07		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"AK"	"SEWARD, AK"	60.119	-149.427	1837.856124600469									0.03		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"AK"	"KODIAK ISLAND, WOMENS BAY, AK"	57.730313	-152.513871	1585.5886358155813									0.03		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"USA"	"WA"	"WASHINGTON COAST"												0.46		1														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"AOMORI"	"HACHINOHE"	40.533	141.533	3534.8209500559565	7	3	16	4	29				0.11		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"BONIN IS, TOKYO"	"CHICHIJIMA ISLAND"	27.0939	142.1947	4497.246505046998	7	3	2	4	15				0.14		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"CHIBA"	"CHOSHI"	35.75	140.867	3907.5379375697885									0.04		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"CHIBA"	"MERA"	34.9189	139.825	4039.5345565010016									0.15		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"FUKUSHIMA"	"ONAHAMA"	36.933	140.9	3820.765390614697	7	2	35	3	48				0.08		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"HOKKAIDO"	"HANASAKI"	43.2781	145.5678	3087.8266734442127									0.12		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO"	42.9756	144.3714	3188.400211120778	7	2	37	3	50				0.11		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"HOKKAIDO"	"TOMAKOMAINISHIKO"	42.633	141.617	3399.715487987648									0.07		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"HOKKAIDO"	"URAKAWA"	42.167	142.767	3347.7384967245716									0.1		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"IWATE"	"KAMAISHI"	39.267	141.883	3593.052286600385									0.05		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"IWATE"	"MIYAKO"	39.65	141.983	3560.8349062418815									0.09		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"IWATE"	"OFUNATO"	39.017	141.75	3618.9118873896828	7	2	10	3	23				0.07		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"IZU-OSHIMA, TOKYO"	"KOZUSHIMA"	34.217	139.133	4138.744752941865									0.11		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"KOCHI"	"MUROTOMISAKI"	33.267	134.167	4550.898912057589									0.11		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"KOCHI"	"TOSA-SHIMIZU"	32.7792	132.9589	4670.761927773827	7	4	46	5	59				0.08		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"MIE"	"OWASE"	34.083	136.2	4350.1856896745									0.1		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"MIYAGI"	"AYUKAWA"	38.3	141.5	3684.6103360238862									0.15		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"MIYAZAKI"	"ABURATSU"	31.583	131.417	4867.572623997754									0.07		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"SHIZUOKA"	"MAISAKA"	34.683	137.617	4208.487380533192									0.04		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"SHIZUOKA"	"MINAMI-IZU"	34.617	138.883	4126.321524335909									0.11		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"SHIZUOKA"	"OMAEZAKI"	34.6083	138.2222	4172.341970394772									0.12		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"BONIN IS, TOKYO"	"MIYAKE ISLAND"	34.067	139.483	4125.946458523142									0.09		2														
	1986	5	7	22	47	10.8	4	1	2164	8			"n"	"JAPAN"	"TOKYO"	"OKADA"	34.783	139.383	4079.8146793615283									0.07		2														
